step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
10,1786852992.4648492,-1.620783873473873,0.0,0.0,0.32171718463115023,-0.3355872425289558,3.680279438431096,0.3069092035465073,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05269999383017421,open_loop,0.0,1.5053718090057373
11,1786852992.6149182,-1.4363610030964598,0.0,0.0,0.21520195404875198,0.17583076359022146,3.758070378373914,0.17689284751689233,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05690000398317352,open_loop,0.0,1.6554408073425293
12,1786852992.7653754,-1.3211097863321737,0.0,0.0,0.2671999044605514,0.2614369859488815,3.805433465999154,0.2968250183547764,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053699994168709964,open_loop,0.0,1.8058979511260986
13,1786852992.9158633,-1.0236026830602394,0.0,0.0,0.1381378832807445,0.6370537548669507,3.8124115065520803,0.09016586649285252,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0560000044060871,open_loop,0.0,1.956385850906372
14,1786852993.0663557,-1.245117797557514,0.0,0.0,0.19826982201360974,0.193100547040015,3.8313733873785063,0.23138093090257728,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05249999958323315,open_loop,0.0,2.1068782806396484
15,1786852993.216878,-1.1371390862760755,0.0,0.0,0.2615152980342295,0.44229089794090204,3.8431211623957098,0.2959607800465204,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053699994168709964,open_loop,0.0,2.2574005126953125
16,1786852993.3669405,-1.3101314946239928,0.0,0.0,0.34734780763713996,0.1488822954661181,3.8341723331430244,0.391473446898984,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05800000508315861,open_loop,0.0,2.4074630737304688
17,1786852993.5174077,-0.9704518663187321,0.0,0.0,0.28804651061827485,0.7082785109084548,3.876427835223281,0.2699719470422151,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.06160000339150429,open_loop,0.0,2.5579302310943604
18,1786852993.6677902,-1.0962640389570932,0.0,0.0,0.29333051650890607,0.3829698521513987,3.882072922568789,0.3029353684654876,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05510000482900068,open_loop,0.0,2.708312749862671
19,1786852993.81829,-1.1101818381428408,0.0,0.0,0.31825673799577164,0.41700678444534295,3.8639117353671755,0.33627968235073935,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05329999839887023,open_loop,0.0,2.8588125705718994
20,1786852993.9690287,-1.3003873055104513,0.0,0.0,0.38525695691936074,0.15124945928550543,3.9813775259592763,0.4213116144614957,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05299999611452222,open_loop,0.0,3.0095512866973877
21,1786852994.1195025,-1.5761162254192045,0.0,0.0,0.2991089206133391,-0.16113236885516602,3.9908803988321186,0.26952861162849795,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05390000296756625,open_loop,0.0,3.160025119781494
22,1786852994.2696612,-1.2762111658372892,0.0,0.0,0.30381044178658506,0.3854729676513211,3.9909365250862785,0.3131656574357158,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.08510000043315813,open_loop,0.0,3.3101837635040283
23,1786852994.4200222,-1.1949422064507829,0.0,0.0,0.313794181175595,0.37304074123979514,3.9696356553236587,0.32541320463148166,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05320000491337851,open_loop,0.0,3.4605448246002197
24,1786852994.570509,-1.3349235495240008,0.0,0.0,0.24312777534512037,0.1382378399695526,4.000968848768872,0.22018245084979937,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05239999882178381,open_loop,0.0,3.6110315322875977
25,1786852994.7209518,-1.0219201309423824,0.0,0.0,0.2952002620151085,0.6453775849746723,4.064168820856201,0.3248573200199859,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05339999916031957,open_loop,0.0,3.761474370956421
26,1786852994.8710036,-1.4856204837441185,0.0,0.0,0.3811657435736031,-0.15119581270564453,4.16826366571834,0.42534837081641175,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05249999958323315,open_loop,0.0,3.9115262031555176
