step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
16,1786852985.243497,-0.8808250185146738,0.0,0.0,0.33382128301307346,0.7759660597965383,2.4039013956798816,0.3826977102471645,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05370000144466758,open_loop,0.0,2.407154083251953
17,1786852985.393629,-1.0109680914380417,0.0,0.0,0.23518499533192383,0.46640969954830436,2.434636403412385,0.200252578614885,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0518000015290454,open_loop,0.0,2.557286262512207
18,1786852985.5439963,-1.6979753491101184,0.0,0.0,0.34643802756150055,-0.45925363730179003,2.4774793382912716,0.40145817652048726,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05280000186758116,open_loop,0.0,2.707653522491455
19,1786852985.6940494,-1.5414954355924533,0.0,0.0,0.15544821521143354,0.05872077815433582,2.4893044024830218,0.08093571649343007,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05299999611452222,open_loop,0.0,2.8577065467834473
20,1786852985.8444836,-1.3170160137855162,0.0,0.0,0.3045080373294301,0.3123428463709606,2.515057674468804,0.37573109624059675,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0714999987394549,open_loop,0.0,3.008140802383423
21,1786852985.994952,-1.2188333045688127,0.0,0.0,0.3127965629044415,0.3563983930489926,2.5513449178129903,0.32368906615432885,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05480000254465267,open_loop,0.0,3.15860915184021
22,1786852986.1454759,-1.2694861498796375,0.0,0.0,0.24936771329855262,0.24195888151208436,2.5604387382181932,0.22952419861376838,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.07330000516958535,open_loop,0.0,3.3091330528259277
23,1786852986.2959936,-1.5197763703227156,0.0,0.0,0.2858446165014526,-0.093890213987674,2.610820949195913,0.308817853020435,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.052100003813393414,open_loop,0.0,3.459650754928589
24,1786852986.4464788,-1.3227558117860763,0.0,0.0,0.2850612877788128,0.2948349641117015,2.6099635933570084,0.2920658534725639,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.07619999814778566,open_loop,0.0,3.610136032104492
25,1786852986.5969598,-0.933415442438349,0.0,0.0,0.3610865358368049,0.7665981095213237,2.620393740852031,0.4010090630079697,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05310000415192917,open_loop,0.0,3.7606170177459717
26,1786852986.747015,-1.3031110065616796,0.0,0.0,0.37544016674718766,0.07160143105325376,2.622393838314634,0.38893200085509133,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05230000533629209,open_loop,0.0,3.910672187805176
