step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
10,1786852988.402133,-1.4747764564130388,0.0,0.0,0.2834316533705119,-0.11445070134259766,2.927660058772834,0.2422137505826609,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.1616000008652918,open_loop,0.0,1.504715919494629
11,1786852988.5525835,-1.3930878006479133,0.0,0.0,0.33554073292179465,0.17507501691921584,2.9554366185457948,0.36521347359008394,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.052600000344682485,open_loop,0.0,1.6551663875579834
12,1786852988.7026331,-1.2764858749799035,0.0,0.0,0.278537028175459,0.3066397725456044,3.0348866937853356,0.2614471470019119,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05280000186758116,open_loop,0.0,1.8052160739898682
13,1786852988.8531575,-1.3656503002358829,0.0,0.0,0.14229852868701595,0.12928976832220118,3.0270624520198006,0.09125087833827991,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05389999569160864,open_loop,0.0,1.9557404518127441
14,1786852989.00358,-1.3637475891937656,0.0,0.0,0.15470670052584468,0.1702212520635026,3.06599539441636,0.16736476646022513,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05360000068321824,open_loop,0.0,2.1061630249023438
15,1786852989.15408,-1.1570367043551357,0.0,0.0,0.21746388570576014,0.46470706852920934,3.1250749458771536,0.2517001002148921,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05419999797595665,open_loop,0.0,2.2566628456115723
16,1786852989.304568,-1.242319374744451,0.0,0.0,0.30027474786304337,0.2542843030422035,3.1064014091170415,0.34310539536247575,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0731999971321784,open_loop,0.0,2.407150983810425
17,1786852989.455029,-0.8372666772000732,0.0,0.0,0.35147511989197394,0.8694807297010212,3.1405712010433047,0.3807584144792552,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05190000229049474,open_loop,0.0,2.5576119422912598
18,1786852989.6050768,-0.9164905260744114,0.0,0.0,0.328084035476128,0.5827097895043762,3.1612252446869804,0.32539956301564793,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05270000110613182,open_loop,0.0,2.7076597213745117
19,1786852989.7554774,-0.9746236481592383,0.0,0.0,0.3056317158218041,0.5336155503293397,3.251394155150129,0.303349571116262,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05609999789157882,open_loop,0.0,2.858060359954834
20,1786852989.905983,-1.1244848800838665,0.0,0.0,0.22088857528232053,0.3444422713305111,3.249932083237738,0.19191036448313858,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.054299998737405986,open_loop,0.0,3.008565902709961
21,1786852990.0564826,-1.2538758620780848,0.0,0.0,0.3375213078573289,0.22382425359218272,3.2790898884094175,0.39484704267864357,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05149999924469739,open_loop,0.0,3.1590654850006104
22,1786852990.206976,-1.5302827242080936,0.0,0.0,0.2779237565083897,-0.11558941431030806,3.3102816252380105,0.2597222267908696,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05439999949885532,open_loop,0.0,3.309558868408203
23,1786852990.3574772,-1.3763901812741859,0.0,0.0,0.1440744510512851,0.22271715936527825,3.3128326836373105,0.09405074100169414,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05299999611452222,open_loop,0.0,3.4600601196289062
24,1786852990.5080066,-1.1496691126717502,0.0,0.0,0.23676974958328761,0.48065045325422595,3.3445831481056327,0.2838365841004568,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05320000491337851,open_loop,0.0,3.6105895042419434
25,1786852990.6584668,-1.252141427264077,0.0,0.0,0.2657200283551557,0.2370952601498581,3.354616094201931,0.2854675686894101,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05129999772179872,open_loop,0.0,3.761049747467041
26,1786852990.8090398,-1.13659189910662,0.0,0.0,0.2714814244555903,0.44608272091436546,3.3474207120757073,0.28129087221637333,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053800002206116915,open_loop,0.0,3.9116227626800537
