step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
10,1786852980.2791667,-1.5815927374133438,0.0,0.0,0.26353570182998276,-0.0737731190744969,1.1429669505766469,0.27566953729326354,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053800002206116915,open_loop,0.0,1.5059773921966553
11,1786852980.429612,-1.3540029487932357,0.0,0.0,0.31937438925756434,0.27668892571174314,1.1723039811037952,0.35064553330141024,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05230000533629209,open_loop,0.0,1.6564226150512695
12,1786852980.5800428,-1.49791407495211,0.0,0.0,0.21667217208004816,-0.026436878209552206,1.1923441828036039,0.1799972141502808,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05200000305194408,open_loop,0.0,1.8068535327911377
13,1786852980.7305632,-1.5091171285071767,0.0,0.0,0.20041226909540139,0.01923495649415552,1.2993236658690699,0.20078401724829234,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05199999577598646,open_loop,0.0,1.957373857498169
14,1786852980.881024,-1.2928670435819387,0.0,0.0,0.2263709115369376,0.332964957910953,1.3465518935587077,0.2448363220153356,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.050900001951958984,open_loop,0.0,2.107834577560425
15,1786852981.0315483,-0.8759091489344178,0.0,0.0,0.2201620431690873,0.835940485296595,1.3858004711283294,0.2248413775863196,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05289999535307288,open_loop,0.0,2.258358955383301
16,1786852981.1820846,-1.2569222260090755,0.0,0.0,0.2284415564407819,0.11293984891243192,1.4110623522558225,0.23933019727496202,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053499999921768904,open_loop,0.0,2.408895254135132
17,1786852981.3325412,-1.1268526423300218,0.0,0.0,0.303326764211387,0.4620448586287908,1.4557201138157028,0.3427607026879573,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.051899995014537126,open_loop,0.0,2.559351921081543
18,1786852981.482995,-1.3121185879735107,0.0,0.0,0.3847321434076527,0.14163511470421214,1.489823404770306,0.42696044106664904,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05169999349163845,open_loop,0.0,2.709805727005005
19,1786852981.6330473,-1.0714956666527342,0.0,0.0,0.3997382875387965,0.564781836152531,1.5053602458366702,0.4135097701698834,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05280000186758116,open_loop,0.0,2.8598580360412598
20,1786852981.7831137,-1.3951312289365876,0.0,0.0,0.2407431589844864,-0.0006787905333062727,1.5814596687737654,0.17994266760752164,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.052600000344682485,open_loop,0.0,3.0099244117736816
21,1786852981.9335053,-1.4124805120816575,0.0,0.0,0.2269130844761455,0.11323747452395935,1.613373898027634,0.22832618769031043,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05419999797595665,open_loop,0.0,3.160315990447998
22,1786852982.0840082,-1.2521853131014904,0.0,0.0,0.2738346480012219,0.34966602298637073,1.612022404187184,0.30128416751542286,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0562999994144775,open_loop,0.0,3.310818910598755
23,1786852982.2344868,-1.4749815131647683,0.0,0.0,0.11420895698333995,-0.03731220523838369,1.621147850624244,0.053138224550558666,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053099996875971556,open_loop,0.0,3.4612975120544434
24,1786852982.3849318,-1.4914817722604357,0.0,0.0,0.26308191866461994,0.03460008179492513,1.6614664211311452,0.3342248945314795,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05510000482900068,open_loop,0.0,3.6117424964904785
25,1786852982.5356462,-1.3864370081207968,0.0,0.0,0.3154980131899109,0.19173557017826645,1.681697642822765,0.34530233170420377,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.06160000339150429,open_loop,0.0,3.7624568939208984
26,1786852982.6861625,-1.2106028850350032,0.0,0.0,0.30999431160428087,0.3979079899552693,1.707138094221046,0.3149758603567504,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05289999535307288,open_loop,0.0,3.912973165512085
