step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
17,1786852977.268301,-0.9159313342010758,0.0,0.0,0.35473460339900625,0.8638458826882306,0.5764702611299645,0.3455005661366894,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05420000525191426,open_loop,0.0,2.5591917037963867
18,1786852977.4185088,-1.1032172190693148,0.0,0.0,0.31259169259178565,0.3496707953692294,0.6070878672106634,0.30187072310643065,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05510000482900068,open_loop,0.0,2.709399461746216
19,1786852977.5692487,-1.391307756288393,0.0,0.0,0.28903557061566276,0.018378264285505652,0.5851835739658049,0.2862803677722068,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.055000004067551345,open_loop,0.0,2.8601393699645996
20,1786852977.7196994,-0.9306874216851984,0.0,0.0,0.25316985127179104,0.7998746868125319,0.5777450533799732,0.24513910669929984,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05539999983739108,open_loop,0.0,3.010590076446533
21,1786852977.87016,-1.231931808728588,0.0,0.0,0.20753760487976902,0.17211684763489185,0.5956064655140901,0.1953212058580706,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05609999789157882,open_loop,0.0,3.161050796508789
22,1786852978.020632,-1.2995641868884327,0.0,0.0,0.1594388409429807,0.2046039018537092,0.6076575185091159,0.14616536297352528,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.059600002714432776,open_loop,0.0,3.3115227222442627
23,1786852978.1712282,-1.09490409965766,0.0,0.0,0.1929584566914641,0.5259607599661749,0.5926330808186854,0.21466428430141085,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05339999916031957,open_loop,0.0,3.4621188640594482
24,1786852978.3216825,-0.9936003266663034,0.0,0.0,0.31470216054558875,0.5829689697120678,0.5892071023524573,0.3742183116293817,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053999996453057975,open_loop,0.0,3.6125731468200684
25,1786852978.4721746,-1.154905954066742,0.0,0.0,0.2605606937291194,0.30911645642943114,0.6402256906448117,0.2446974859540864,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05299999611452222,open_loop,0.0,3.7630653381347656
26,1786852978.622698,-1.4174074935150698,0.0,0.0,0.2628853589013962,0.0032452403891508608,0.6979737345116145,0.271221921978683,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.056400000175926834,open_loop,0.0,3.913588762283325
